       0.0076227       5.5079999
       0.0146356      18.4264240
       0.0243927      30.3740730
       0.0341498      42.1957741
       0.0439069      53.3810005
       0.0536639      64.2797012
       0.0634210      74.3529510
       0.0731781      84.0124054
       0.0829352      92.7918701
       0.0926923     101.0300522
       0.1024494     108.4798279
       0.1122064     115.2560272
       0.1219635     121.4506073
       0.1317206     126.8665009
       0.1414777     131.9653473
       0.1512347     136.2535095
       0.1609918     140.4819794
       0.1707489     143.9657288
       0.1805060     147.5805206
       0.1902631     150.5991669
       0.2000202     153.8301697
       0.2097772     156.6470032
       0.2195343     159.6339111
       0.2292914     162.3651886
       0.2390485     165.1239014
       0.2488056     167.7248077
       0.2585627     170.1661377
       0.2683197     172.4828491
       0.2780768     174.4772949
       0.2878339     176.3403473
       0.2975910     177.7949829
       0.3073481     179.1071320
       0.3171051     180.0164185
       0.3268622     180.7950745
       0.3366193     181.2459412
       0.3463764     181.6067505
       0.3561335     181.7420044
       0.3658906     181.8416443
       0.3756476     181.8064728
       0.3854047     181.7797241
       0.3951618     181.6772766
       0.4049189     181.5977020
       0.4146760     181.4696655
       0.4244331     181.3459778
       0.4341901     181.1796570
       0.4439472     180.9795990
       0.4537043     180.7315063
       0.4634613     180.4155884
       0.4732184     180.0409241
       0.4829755     179.5906677
       0.4927326     179.0687714
       0.5024897     178.5007782
       0.5122467     177.8516235
       0.5220038     177.2171783
       0.5317609     176.5038757
       0.5415180     175.8771210
       0.5512751     175.1926422
       0.5610322     174.6510468
       0.5707892     174.0910950
       0.5805463     173.6937103
       0.5903034     173.3255463
       0.6000605     173.0965271
       0.6098176     172.9370270
       0.6195747     172.8605957
       0.6293317     172.8741302
       0.6390888     172.9040985
       0.6488459     173.0207367
       0.6586030     173.0995483
       0.6683601     173.2438812
       0.6781172     173.3222961
       0.6878742     173.4377289
       0.6976313     173.4867554
       0.7073883     173.5467224
       0.7171454     172.0429382
       0.7269026     170.5313263
       0.7366596     168.9557648
       0.7464167     167.3609009
       0.7561738     167.2721710
       0.7659308     167.1577148
       0.7756879     167.0671234
       0.7854451     166.9470825
       0.7952021     166.8490906
       0.8049592     166.7198944
       0.8147163     166.6069794
       0.8244733     166.4639587
       0.8352976     171.3257904
       0.8510004     175.9989166
       0.8705146     175.3564606
       0.8900287     173.1916809
       0.9095429     169.3993988
       0.9290571     166.8979492
       0.9485712     165.8963776
       0.9680854     165.0838928
       0.9875996     164.4776001
       1.0071137     164.0623779
       1.0266279     163.8021240
       1.0607395     166.1366882
       1.1221215     168.8090210
       1.2332988     172.8999939
       1.3698980     177.7250061
       1.5338247     179.7250061
       1.7719012     185.7250061
       1.9943511     188.5499878
       2.1680157     178.3749847
       2.4880557     162.3500061
       2.9407880     157.1749878
       3.4559503     161.8999939
       4.0745535     158.6999969
       4.7204833     154.2500000
       5.4054232     152.8750000
       6.5879736     148.3000031
       9.5560703     153.3750000
      13.4374256     160.5749969
      15.7752180     150.6999969
      17.1568356     133.3000031
