-26.8,4.8,0.63
-1.46,1.4,0
-0.72,-2.5,0.15
-0.04,0.2,1.23
-0.01,4.4,0.71
0,0.6,0
0.08,0.4,0.08
0.12,-8.1,-0.03
0.38,2.6,0.42
0.41,-7.2,1.85
0.46,-1.3,-0.16
0.63,-4.4,-0.23
0.76,-4.6,-0.24
0.77,2.3,0.22
0.85,-0.3,1.54
0.92,-5.2,1.83
1,-3.2,-0.23
1.14,0.7,1
1.16,2,0.09
1.2,-4.7,-0.23
1.25,-7.2,0.09
1.35,-0.3,-0.11
1.5,-4.8,-0.21
1.6,-3.5,-0.22
1.63,-1.2,1.59
1.98,0.5,0.03
